python train.py --scenario simple_push --num-adversaries 1 --lr_actor 0.005 --lr_critic 0.01 --lr_lamda 0.0001 --alpha 0.01
2018-10-27 23:32:07.949827: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -26.954966745206757, agent episode reward: [2.355784296570984, -29.310751041777745], time: 18.712
steps: 1299975, episodes: 52000, mean episode reward: -13.693330926837795, agent episode reward: [-3.9951377306397218, -9.698193196198073], time: 30.028
Running avgs for agent 0: q_loss: 3.8610663414001465, q_loss2: -3.365948438644409, p_loss: -0.7274054884910583, mean_rew: -0.1781120928663541, var_rew: -0.000897022255230695, lamda: 2.2665793895721436
Running avgs for agent 1: q_loss: 3.3567700386047363, q_loss2: -2.983295440673828, p_loss: 0.11220097541809082, mean_rew: -0.34831851163683986, var_rew: -0.04702656716108322, lamda: 2.2655820846557617
steps: 1324975, episodes: 53000, mean episode reward: -13.063705465340737, agent episode reward: [-2.7999649350417766, -10.26374053029896], time: 30.344
Running avgs for agent 0: q_loss: 3.7847676277160645, q_loss2: -3.2739017009735107, p_loss: -0.7252873778343201, mean_rew: -0.17838345584410464, var_rew: -0.005763573572039604, lamda: 2.2915537357330322
Running avgs for agent 1: q_loss: 3.376321315765381, q_loss2: -3.007357358932495, p_loss: 0.018642675131559372, mean_rew: -0.3483716285078749, var_rew: -0.06472337990999222, lamda: 2.2905561923980713
steps: 1349975, episodes: 54000, mean episode reward: -13.03689471466557, agent episode reward: [-2.1382282401785893, -10.89866647448698], time: 30.278
Running avgs for agent 0: q_loss: 3.7633252143859863, q_loss2: -3.2799668312072754, p_loss: -0.725090503692627, mean_rew: -0.17847894314278567, var_rew: -0.00853728037327528, lamda: 2.316528081893921
Running avgs for agent 1: q_loss: 3.975029706954956, q_loss2: -3.5435142517089844, p_loss: -0.08547523617744446, mean_rew: -0.3512413198987742, var_rew: -0.051092661917209625, lamda: 2.31553053855896
steps: 1374975, episodes: 55000, mean episode reward: -13.201460802854893, agent episode reward: [-0.7423664148237462, -12.459094388031145], time: 29.922
Running avgs for agent 0: q_loss: 3.8656890392303467, q_loss2: -3.3743929862976074, p_loss: -0.7323566675186157, mean_rew: -0.17653697163255463, var_rew: -0.001201788429170847, lamda: 2.3415024280548096
Running avgs for agent 1: q_loss: 4.696512699127197, q_loss2: -4.214826583862305, p_loss: -0.19076703488826752, mean_rew: -0.354408835104235, var_rew: -0.038010239601135254, lamda: 2.3405048847198486
steps: 1399975, episodes: 56000, mean episode reward: -13.97307670853448, agent episode reward: [-0.49297571467039203, -13.480100993864086], time: 30.178
Running avgs for agent 0: q_loss: 4.1197967529296875, q_loss2: -3.5461976528167725, p_loss: -0.7841782569885254, mean_rew: -0.17403624870709394, var_rew: -0.02059820108115673, lamda: 2.366476535797119
Running avgs for agent 1: q_loss: 4.8634161949157715, q_loss2: -4.428330898284912, p_loss: -0.28881415724754333, mean_rew: -0.35957282711482597, var_rew: -0.020824717357754707, lamda: 2.3654792308807373
steps: 1424975, episodes: 57000, mean episode reward: -14.009918319196247, agent episode reward: [0.21569765136455618, -14.225615970560803], time: 30.121
Running avgs for agent 0: q_loss: 4.237088680267334, q_loss2: -3.7141103744506836, p_loss: -0.8316690921783447, mean_rew: -0.17056170090039263, var_rew: -0.005807365756481886, lamda: 2.391451120376587
Running avgs for agent 1: q_loss: 5.384072303771973, q_loss2: -4.677952289581299, p_loss: -0.32315489649772644, mean_rew: -0.36209045176044574, var_rew: -0.01992069184780121, lamda: 2.390453577041626
steps: 1449975, episodes: 58000, mean episode reward: -14.015520867063223, agent episode reward: [0.9832377506144901, -14.998758617677716], time: 30.488
Running avgs for agent 0: q_loss: 4.411768913269043, q_loss2: -3.90104079246521, p_loss: -0.8604028820991516, mean_rew: -0.16756439078334354, var_rew: -0.0016056890599429607, lamda: 2.4164252281188965
Running avgs for agent 1: q_loss: 5.1476149559021, q_loss2: -4.482554912567139, p_loss: -0.2606205940246582, mean_rew: -0.3709337439759656, var_rew: -0.04762835055589676, lamda: 2.4154279232025146
steps: 1474975, episodes: 59000, mean episode reward: -14.617201713010582, agent episode reward: [1.3275657275294752, -15.944767440540057], time: 29.831
Running avgs for agent 0: q_loss: 5.671164035797119, q_loss2: -5.03480863571167, p_loss: -0.9268192648887634, mean_rew: -0.16435878119203454, var_rew: 0.010709496214985847, lamda: 2.4413998126983643
Running avgs for agent 1: q_loss: 4.863673686981201, q_loss2: -4.259219169616699, p_loss: -0.18360668420791626, mean_rew: -0.37691082617703897, var_rew: -0.08828509598970413, lamda: 2.4404022693634033
steps: 1499975, episodes: 60000, mean episode reward: -13.752312935288426, agent episode reward: [0.49505220558352864, -14.247365140871954], time: 29.795
Running avgs for agent 0: q_loss: 5.595641613006592, q_loss2: -4.970043182373047, p_loss: -0.9783222675323486, mean_rew: -0.1603598230168843, var_rew: -0.0015385294100269675, lamda: 2.466373920440674
Running avgs for agent 1: q_loss: 5.008494853973389, q_loss2: -4.334197044372559, p_loss: -0.10688343644142151, mean_rew: -0.38335181042687644, var_rew: -0.1385505199432373, lamda: 2.465376615524292
Traceback (most recent call last):

